stn_num,name,Lat,Lon
8210,MARALANA,-29,116.1
7190,MARANALGO,-29.3892,117.8297
5074,MARANDOO,-22.6344,118.1119
8244,MARBARANA,-30.7,116.6667
4106,MARBLE BAR,-21.1756,119.7497
4020,MARBLE BAR COMPARISON,-21.1756,119.7497
9024,MARBLING,-31.5608,116.0842
8211,MARCHAGEE,-30.05,116.05
12161,MARCHLAND FARM,-31.7,119.1
9898,MARDALLIANG,-34.8208,118.3225
6032,MARDATHUNA,-24.4733,114.5553
5008,MARDIE,-21.1906,115.9797
9574,MARGARET RIVER,-33.9583,115.0636
9540,MARGARET RIVER 1,-33.9833,115.0167
2073,MARGARET RIVER AIRSTRIP,-18.6217,126.8831
9778,MARGARET RIVER CALM,-33.935,115.0831
2019,MARGARET RIVER STATION,-18.6253,126.8617
10803,MARIA,-33.0114,118.2389
9249,MARIGINIUP,-31.6992,115.8628
5009,MARILLANA,-22.6331,119.4081
2068,MARION DOWNS,-17.0716,126.8494
7044,MARLOO,-28.3,116.2
10838,MARNINGARUP,-34.1,119.1667
6033,MAROONAH,-23.4796,115.5478
9716,MAROONDAH DOWNS,-33.2,115.9
10824,MARRA,-34.4058,118.7439
9575,MARRADONG,-32.8556,116.45
5010,MARRILLA,-22.9742,114.4597
9629,MARRIWOOD,-33.4464,115.7308
6034,MARRON,-25.3656,114.3594
12048,MARVEL LOCH,-31.4667,119.4922
9762,MARYLANDS,-33.8333,122.6333
9576,MARYLANDS,-33.8,115.3
7180,MARYMIA,-25.0386,120.0064
8285,MATARANKA,-28.3181,114.7614
12049,MATHOURA,-31.2,118.9
8080,MAYA,-29.8658,116.525
10604,MAYBROOK,-33.4,116.9
10641,MAYBROOK,-33.375,116.9053
9093,MAYFIELD,-31.2,115.7
9094,MAYLANDS AIRPORT,-31.95,115.9
8159,MAYSBORO,-30.9903,116.3553
9666,MCALINDEN,-33.5964,116.3347
9872,MCARTHUR PARK,-33.1133,116.0225
1032,MCGOWAN ISLAND,-14.1472,126.6483
109500,MCLEOD CREEK,-34.1634,115.1279
9660,MCLEODS CREEK,-34.1606,115.1414
9717,MCLEODS CREEK STATE SCHOOL,-34.2,115.1
11033,MCTAGGARTS,-31.9178,125.3008
6035,MEADOW STATION,-26.7025,114.6183
6091,MEARABUNDIE,-25.9667,115.9833
10091,MECKERING,-31.6322,117.0081
3015,MEDA,-17.3681,123.9956
10759,MEDDERBERRIN,-32.5,116.9833
9194,MEDINA RESEARCH CENTRE,-32.2208,115.8075
6090,MEEBERRIE,-26.96,115.9733
6036,MEEDO,-25.6631,114.6261
7149,MEEKATHARRA,-26.5942,118.4883
7045,MEEKATHARRA AIRPORT,-26.6136,118.5372
7046,MEEKATHARRA POST OFFICE,-26.5933,118.4883
7047,MEELINE STATION,-28.4467,118.2678
9644,MEELUP,-33.5903,115.0678
4102,MEENTHEENA,-21.2669,120.4544
6061,MEERAGOOLIA,-24.9017,114.2164
5011,MEILGA,-22.7,115.8
7048,MEKA STATION,-27.4222,116.825
7129,MELANGATA,-27.8036,116.8856
12050,MELITA,-29.0567,121.4433
8081,MELLENBYE,-28.8883,116.1947
12304,MELROSE,-27.9283,121.3047
8082,MELROSE,-30.4,116.9
9068,MELVILLE,-32.0447,115.8214
12051,MENANGINA,-29.8272,121.9158
8083,MENDEL,-28.8,115.5
12052,MENZIES,-29.6939,121.0297
8160,MERIDALE,-30.5097,116.3728
10827,MERILYN,-34.1,117.4833
9954,MERIVALE FARM,-33.8097,122.0844
6037,MERLINLEIGH,-24.3142,115.1892
9578,MERLOO FARM,-34.9,117.7
10092,MERREDIN,-31.4756,118.2789
10248,MERREDIN PUMP STATION NO.4,-31.4931,118.2456
10093,MERREDIN RESEARCH STATION,-31.4994,118.2242
10833,MERRILUP,-33.35,118.2167
9754,METTLER,-34.5961,118.5519
6038,MIA MIA,-23.3817,114.4375
6067,MIA MIA 2 SUB BORE,-23.5,114.0167
10779,MIANELUP,-34.0042,118.0536
8224,MIARRA VALE,-28.6,114.9167
6103,MIDDALYA,-23.9064,114.7681
4060,MIDDLE CREEK,-21.8,120.3
12279,MIDDLE IRON CAP,-32.5811,119.7411
3103,MIDDLE LAGOON,-16.7742,122.5762
9025,MIDLAND,-31.8691,116.0167
10879,MILEURA,-33.59,118.2783
7049,MILEURA,-26.3736,117.3339
7050,MILGUN,-25.0942,118.2983
8085,MILING,-30.4919,116.3628
10265,MILL HILL,-30.6167,117.8333
3058,MILLAJIDDIE,-18.8333,124.95
9281,MILLENDON (SWAN VALLEY),-31.8108,116.0225
6074,MILLIE MILLIE,-24.8667,114.5833
13004,MILLROSE,-26.1,120.9
13006,MILLROSE,-26.4006,120.9539
10095,MILLSTON,-31.5936,118.2347
5012,MILLSTREAM,-21.5906,117.0656
5087,MILLSTREAM CWS PUMPING STATION,-21.5833,117.05
7130,MILLY MILLY,-26.0747,116.6942
8154,MILMOCUNDIN,-28.8697,114.8931
10539,MILYUNUP,-34.1792,117.6428
9026,MIMIGARRA,-30.8533,115.4456
12061,MINARA,-28.9178,121.7975
12272,MINARA DINGO O.S.,-28.8789,121.5969
12273,MINARA KAURI BORE,-28.7083,121.6908
8126,MINARU,-29.8497,116.2289
10209,MINDABOOKA,-31.5,118.0167
8087,MINDALLA,-30.4228,116.4583
8318,MINDALLA TBRG,-30.4215,116.4579
10699,MINDARABIN,-33.7136,118.1897
8261,MINDARRA,-29.0636,115.1753
5013,MINDEROO,-21.9969,115.0463
7172,MINDEROO,-23.4,119.7833
10210,MINDETHANA,-31.1,118.4
7131,MINDOOLAH,-26.95,117.5
10673,MINELUP STATION,-33.4,118.7
8089,MINGA MIA,-30.9833,116.3167
7051,MINGAH,-24.95,118.7133
7165,MINGAH SPRINGS,-24.9483,118.7147
8088,MINGENEW,-29.1906,115.4414
8213,MINGIN,-29.6,116.0167
10605,MINIGIN,-32.9089,117.0536
6039,MINILYA,-23.8497,113.9714
6093,MINILYA BRIDGE,-23.81,114.0083
7177,MININER,-23.6042,117.6892
10211,MININGBROOK,-31,116.7
10851,MINNI DOWNS,-32.8192,119.2936
10212,MINNIBERRIE,-31.25,117.9
6040,MINNIE CREEK,-24.0306,115.6967
6104,MINNIE CREEK AIRSTRIP,-24.0297,115.6894
10154,MINNIVALE POST OFFICE,-31.1433,117.1817
9274,MINSTON PARK,-31.2614,116.126
1012,MITCHELL PLATEAU,-14.7925,125.8258
10608,MOANA,-34.1333,118.25
8304,MOASCAR,-28.9571,114.9492
9027,MOGUMBER,-31,116.0167
9167,MOGUMBER FARM,-31.0053,115.9369
9266,MOGUMBER WEST,-31.0697,115.9581
10789,MOINGUP SPRINGS,-34.4003,118.1033
10771,MOIRA DOWNS,-33.4,118.7
9847,MOKINE DOWNS,-33.7794,122.715
10238,MOLLERIN NORTH,-30.3092,117.4458
10096,MOLLERIN POST OFFICE,-30.4594,117.5217
10213,MOMBERKINE,-31.4,116.7
10097,MONINGARIN,-30.6569,117.2625
10895,MONTE VISTA,-33.3994,119.9344
10760,MOODIARUP,-33.6,116.8
6041,MOOGOOREE,-24.0633,115.205
6064,MOOGOOREE O.S.,-24.2167,115.3833
2020,MOOLA BULLA,-18.1894,127.5011
2074,MOOLA BULLA AIRSTRIP,-18.1958,127.4948
7187,MOOLA EAST,-28.2,118.0333
12206,MOOLARA,-32.2,122.7
9147,MOOLIABEENEE,-31.3292,116.0811
9028,MOOLIABEENEE SIDING,-31.3,116.0167
6106,MOOLOO DOWNS,-25.037,115.994
9248,MOONDAH BROOK,-31.332,115.9513
11025,MOONERA,-31.7219,126.5889
8091,MOORA,-30.6417,116.0072
8038,MOORA WEST,-30.6392,115.9883
7052,MOORARIE,-25.9214,117.6
9121,MOORE RIVER FORESTRY 6,-31.2358,115.5381
12053,MOORINE ROCK,-31.3125,119.1281
12055,MOORINE ROCK SOUTH,-31.4,119.1
10098,MOORLANDS,-31.9,117.6
8093,MORAWA,-29.2103,116.0089
8296,MORAWA AIRPORT,-29.2039,116.0247
8092,MORAWA WEST,-29.1908,115.8814
9157,MORAY,-30.9667,115.8
9718,MORDALUP,-34.3,116.6167
10889,MORDETTA,-32.885,118.6347
12056,MOREE,-31.5939,119.1419
8303,MORESBY,-28.7214,114.6481
10761,MORFIELD PARK,-32.1,117.6
2076,MORNINGTON,-17.5169,126.1108
2065,MORNINGTON,-17.3936,126.2281
9580,MORNINGTON MILLS,-33.15,115.9333
9127,MOSMAN PARK,-32.0203,115.7692
10609,MOULYINNING,-33.2267,117.9292
8262,MOUNT ADAMS,-29.3583,115.2617
2021,MOUNT AMHURST,-18.3869,126.9892
3016,MOUNT ANDERSON,-18.0358,123.9286
10844,MOUNT ARROWSMITH,-32.15,118.4333
7053,MOUNT AUGUSTUS,-24.3086,116.9111
7208,MOUNT AUGUSTUS AIRSTRIP,-24.3075,116.9094
7205,MOUNT AUGUSTUS RESORT,-24.3075,116.9094
9581,MOUNT BARKER,-34.625,117.6361
9875,MOUNT BARKER NORTH,-34.5702,117.623
3051,MOUNT BARNETT,-16.7372,125.9086
5063,MOUNT BROCKMAN,-22.3,117.2833
12282,MOUNT BURGES,-30.8544,121.115
10099,MOUNT CAROLINE,-31.8,117.6
12250,MOUNT CELIA,-29.4667,122.4833
7132,MOUNT CLERE,-25.0964,117.5922
4096,MOUNT DIVIDE,-22.4272,120.8578
4021,MOUNT EDGAR,-21.3122,120.0586
7133,MOUNT EDGERTON,-24.95,117.75
1018,MOUNT ELIZABETH,-16.4181,126.1025
1008,MOUNT ELIZABETH OLD SITE,-16.3017,126.1825
5050,MOUNT ENID,-21.6,116.4
8094,MOUNT ERIN,-28.6,114.8
7054,MOUNT FARMER,-27.8794,117.5506
5014,MOUNT FLORANCE,-21.7869,117.8647
10075,MOUNT GIBSON,-29.6061,117.4106
10270,MOUNT GIBSON,-29.5833,117.15
7055,MOUNT GOULD,-25.8058,117.3905
12057,MOUNT HAMPTON,-31.72,119.0883
10132,MOUNT HARDEY,-31.9209,116.8151
3052,MOUNT HART STATION,-16.8214,124.9151
9202,MOUNT HELENA,-31.8344,116.2197
9230,MOUNT HELENA 2,-31.85,116.1833
3098,MOUNT HOUSE AIRSTRIP,-17.0535,125.712
3017,MOUNT HOUSE STATION,-17.0516,125.7051
9813,MOUNT HOWICK,-33.7294,122.7552
12163,MOUNT IDA,-29.05,120.5
12164,MOUNT JACKSON,-30.2633,119.2458
7056,MOUNT JAMES,-24.8567,116.895
3085,MOUNT JOWLAENGA,-17.4311,123.0389
12058,MOUNT KEITH,-27.2792,120.5067
10763,MOUNT KOKEBY,-32.2,116.9833
2043,MOUNT KRAUSS,-18.3368,126.1243
9107,MOUNT LAWLEY GOLF CLUB,-31.9167,115.8667
5059,MOUNT LIONEL AIRSTRIP,-22.6087,117.6313
10611,MOUNT MADDEN,-33.2761,119.7753
7057,MOUNT MAGNET,-28.0617,117.8506
7600,MOUNT MAGNET AERO,-28.1156,117.8425
7184,MOUNT MAGNET AERO,-28.1183,117.83
12111,MOUNT MARGARET,-28.7967,122.18
10101,MOUNT MARSHALL EAST,-30.9,118
5090,MOUNT MINNIE,-21.9711,115.4324
12162,MOUNT MORGANS,-28.75,122.1
6069,MOUNT NARRYER,-26.5903,115.9267
10129,MOUNT NODDY,-31.5866,116.8862
7100,MOUNT PADBURY,-25.6933,118.0803
7058,MOUNT PHILLIP,-24.4,116.3078
10054,MOUNT PLEASANT FARM,-30.9,117.8
7182,MOUNT PUCKFORD,-25.1333,116.4833
12218,MOUNT REMARKABLE,-29.3333,121.9833
12308,MOUNT RIDLEY,-33.3356,122.0697
6042,MOUNT SANDIMAN,-24.4117,115.3958
4061,MOUNT SATIRIST,-21.1,117.9833
7162,MOUNT SEABROOK,-25.5986,117.7325
10764,MOUNT SHORT,-33.4667,119.95
12059,MOUNT SIR SAMUEL,-27.6,120.55
9260,MOUNT SOLUS,-32.4697,116.2143
5034,MOUNT STUART,-22.4558,116.0508
7059,MOUNT VERNON,-24.2297,118.2408
9096,MOUNT VICTORIA,-32.0333,116.05
8214,MOUNT VIEW,-27.9,114.6
10702,MOUNT WALKER,-32.1003,118.8058
12322,MOUNT WALTON EAST IWDF,-30.3803,120.1481
12060,MOUNT WELD,-28.7744,122.4436
12034,MOUNT WELD HACKS WELL,-28.97,122.5183
12116,MOUNT WELD WILGA,-29.1317,122.5317
10920,MOUNT WESTDALE,-32.2683,116.6745
109501,MOUNT WILLIAM,-32.938,116.024
2022,MOUNT WINIFRED,-18.016,126.3033
7060,MOUNT WITTENOOM,-27.4189,116.6897
9012,MOUNT YOKINE RESERVOIR,-31.8814,115.8531
10765,MOURCOURUP,-34.2,118.3
10107,MOUROUBRA,-29.7986,117.7044
10215,MOWBRAY,-31.6,117.8
3077,MOWLA BLUFF,-18.5914,123.6133
4022,MUCCAN,-20.6334,120.0863
9275,MUCHEA,-31.5869,115.9694
9235,MUCHEA,-31.5167,116.0333
9029,MUCHEA TREE FARM,-31.5825,115.9658
9200,MUCHEA WILDFLOWER PARK,-31.5286,116
6071,MUGGON,-26.6167,115.5467
9738,MUJA POWER STATION,-33.4531,116.3025
10102,MUKINBUDIN,-30.9156,118.2089
13025,MULAN,-20.1006,127.5958
5015,MULGA DOWNS,-22.1039,118.4703
12298,MULGARA,-31.7575,119.4522
12021,MULGAROONA,-28.45,120.5
7061,MULGUL,-24.8333,118.4717
10147,MULJI VALE,-30.74,117.61
8095,MULLEWA,-28.5367,115.5142
12165,MULLINE,-29.8,120.5
5088,MULYERING,-21.2475,116.0733
4023,MULYIE,-20.4619,119.5189
109506,MUMBALLUP,-33.5175,116.0894
109513,MUMBALLUP ORGANICS,-33.5384,116.1159
8096,MUMBY,-28.1525,114.5689
7101,MUNARRA,-26.2822,118.6933
4024,MUNDABULLANGANA,-20.5192,118.0603
9030,MUNDARING,-31.8978,116.1581
9031,MUNDARING WEIR,-31.9564,116.1642
10762,MUNDEROCKING,-32.1,117.1
7062,MUNDIWINDI,-23.7942,120.2442
11049,MUNDRABILLA ROADHOUSE,-31.8167,128.2333
11015,MUNDRABILLA SIDING,-30.9025,127.535
11008,MUNDRABILLA STATION,-31.8433,127.8572
10216,MUNGAN,-30.75,117.75
9032,MUNGEDAR,-30.4711,115.6475
9868,MUNGLINUP,-33.7078,120.8653
12281,MUNGLINUP MELALEUCA,-33.5969,120.7578
12299,MUNGLINUP STATION,-33.5331,120.8681
12044,MUNGLINUP WEST,-33.5547,120.6997
3035,MUNJA,-16.4,124.95
8236,MUNJA PARK,-28.7833,115.05
12020,MUNJEROO,-28.2333,120.15
3037,MUNKAYARRA,-17.4333,123.75
10686,MUNSLEY,-33.5025,119.9711
10103,MUNTADGIN,-31.7578,118.5603
9205,MUNYERRING SPRINGS,-31.4317,116.2642
10842,MURADUP,-33.85,116.9833
7063,MURALGARRA,-28.5253,117.0344
6099,MURCHISON,-26.8956,115.9567
7134,MURCHISON DOWNS,-26.795,118.9842
8166,MURCHISON HOUSE,-27.7,114.2
9187,MURDOCH,-32.0758,115.8469
10152,MURESK INSTITUTE,-31.75,116.6833
7064,MURGOO,-27.3636,116.4261
9720,MURILUP,-34.65,116.3
7150,MURRALEE,-27.6467,117.8592
7102,MURRAMUNDA,-23.5,120.5
9732,MURRAY UPPER,-32.8167,116.1167
7135,MURRUM STATION,-28.2747,117.3919
4062,MYADEE,-20.1,119.75
9583,MYLOR,-33.86,115.855
10214,MYOLA,-31.5,117.75
9836,MYOLA,-33.8144,120.5136
10849,MYOORA,-34.2647,118.8281
3018,MYROODAH,-18.1225,124.2692
9584,MYRUP,-33.7422,121.995
10766,NABALLING,-33.5,117.5
8028,NABAWA,-28.5008,114.7897
10657,NAIRIBIN,-33.3556,117.9161
7065,NALBARRA,-28.6519,117.6083
7192,NALLAN,-27.3158,117.9719
10767,NALLIAN,-33.2,117.4
10679,NALYA,-32.4,117.1667
10897,NALYERLUP,-34.2206,118.5042
12062,NAMBI,-28.3897,121.6775
9276,NAMBUNG STATION,-30.5744,115.2231
10846,NAMPUP,-33.55,118.1
11009,NANAMBINIA,-32.6681,123.5831
10600,NANDA DOWNS,-33.6067,118.4292
8229,NANEKINE,-29.015,115.6733
6080,NANGA,-26.2564,113.8064
10124,NANGEENAN,-31.5178,118.1694
8098,NANGETTY,-29.0011,115.3986
7066,NANNINE,-26.9,118.4
9585,NANNUP,-33.9797,115.7656
9586,NANNUP EAST,-34.0167,115.8
8223,NANSON,-28.5617,114.755
5048,NANUTARRA,-22.5403,115.4981
10104,NANYANINE,-31.4025,117.7239
9719,NAPIER CREEK,-34.8,118
3019,NAPIER DOWNS,-17.3305,124.8166
8097,NARALING,-28.4472,114.9447
8274,NARALING,-28.4194,114.8186
8215,NARDY,-30.4853,116.2664
10612,NAREMBEEN,-32.0656,118.3956
12063,NARETHA,-31,124.8333
7067,NARNDEE,-28.9464,118.1867
8099,NARRA TARRA,-28.6928,114.7319
10661,NARRAWONG,-33.8,117.3942
9967,NARRIKUP WEST,-34.7772,117.6508
10614,NARROGIN,-32.9342,117.1797
10613,NARROGIN STATE FARM,-32.9333,117.1167
10610,NAVARRE,-33.2,119.8
5075,NAVY ALPHA,-21.8222,114.1714
5060,NAVY CHARLIE,-22.3333,114.05
9035,NEDLANDS UWA,-31.9861,115.8192
7103,NEDS CREEK,-25.48,119.6492
10615,NEEDILUP,-33.9833,118.8
10616,NEENDALING,-33.0833,118.3333
10094,NEILBOROUGH,-30.9069,118.1792
9905,NERRAGAGUP POOL,-34.345,116.3639
3020,NERRIMA,-18.4922,124.3992
11031,NEVERTIRE,-31.3497,125.2231
6043,NEW FOREST,-27.37,115.6517
8183,NEW MARACARRA,-28.7167,114.8167
9033,NEW NORCIA,-30.9711,116.2178
13021,NEW SPRINGS,-25.8233,119.9981
9587,NEWBICUP,-33.9967,116.4253
10617,NEWDEGATE,-33.0939,119.0236
10692,NEWDEGATE RESEARCH STATION,-33.1129,118.84
10618,NEWDEGATE SOUTH,-33.1794,119.1008
8150,NEWINGTON,-30.8722,116.7983
10217,NEWLANDS,-31.0333,117.5
9955,NEWLEIGH,-33.7314,120.9308
7151,NEWMAN,-23.3683,119.7314
7176,NEWMAN AERO,-23.4167,119.7992
13027,NGULUPI STATION,-20.5161,128.9361
12166,NIAGARA,-29.4,121.4
8243,NIBY NIBY,-30.6167,116.2
2023,NICHOLSON,-18.031,128.8941
10676,NICKELIN,-33.2,117.7
4103,NIFTY COPPER MINE,-21.6525,121.5592
11048,NIGHTSHADE,-32.1761,125.3953
6081,NILEMAH,-26.4,114.05
4025,NIMINGARRA,-20.5,119.8
4094,NIMINGARRA MINE,-20.4119,120.0103
8271,NINDETHANA FARM,-28.8114,115.9675
12195,NINETY MILE TANK 4,-32.8,120.7167
5020,NINGALOO,-22.6975,113.6744
7068,NINGHAN STATION,-29.425,117.2906
10667,NIPPERING,-33.3,117.6
3059,NITA DOWNS,-19.0861,121.6764
10219,NITTYMARRA HILLS,-31,116.6
11051,NO WORRIES,-33.2986,123.0658
9252,NOBLE FALLS,-31.7683,116.2475
9588,NOGGERUP,-33.5833,116.1833
8267,NOKANENA,-28.3517,114.5778
10108,NOKANING,-31.3261,118.2464
7137,NOOKAWARRA,-26.3028,116.8789
7107,NOONDIE 2,-27.1178,117.1175
8152,NOONDIMURRA,-28.4667,114.8333
8174,NOONDINE,-30.5456,116.0778
11010,NOONDOONIA,-32.3114,123.7261
11011,NOONDOONIA O.S.,-32.1461,123.9683
10109,NOONEGIN,-31.8833,118.1333
11038,NOONERA,-32.0783,127.9367
12064,NOONGAAR,-31.33,118.9672
7069,NOONGAL,-28.1233,116.8294
12167,NOONGAR 3,-31.2,118.9833
12168,NOONGAR NORTH,-31.1333,118.9
3021,NOONKANBAH,-18.4875,124.8231
4026,NOREENA DOWNS,-22.2914,120.1761
9589,NORNALUP,-34.9919,116.8206
10110,NORPA,-31.5833,118.4167
12065,NORSEMAN,-32.1981,121.7794
12009,NORSEMAN AERO,-32.2147,121.7547
9261,NORTH BADGINGARRA (TOOMBULLUP),-30.2875,115.4656
10021,NORTH BEACON,-30.2008,117.9389
10249,NORTH BENCUBBIN,-30.6731,117.9267
9526,NORTH DANDALUP,-32.5167,115.9667
9874,NORTH DANDALUP DAM,-32.5233,116.0139
12254,NORTH HOWICK,-33.65,122.75
8290,NORTH ISLAND,-28.3008,113.5936
4088,NORTH POLE,-21.1467,119.4333
10708,NORTH STIRLINGS,-34.2208,117.9811
9998,NORTH WALPOLE,-34.9469,116.7222
10111,NORTHAM,-31.6508,116.6586
8100,NORTHAMPTON,-28.3456,114.6367
9590,NORTHCLIFFE,-34.6336,116.1236
8101,NORTHERN GULLY,-28.7086,114.9072
9864,NORTHUMBERLAND,-33.8667,116.85
10860,NORTHUMBERLAND,-33.8667,116.85
8153,NORWOOD,-29.8,116.7
10811,NTH RAVENSTHORPE,-33.1806,120.0883
10106,NUKARNI,-31.2944,118.1997
1017,NULLA NULLA,-15.5,127.8333
4027,NULLAGINE,-21.8861,120.1103
4105,NULLAGINE NORTH,-21.8603,120.1592
8156,NUNEADING,-30.7,116.8
10112,NUNGARIN,-31.1842,118.1006
10304,NUNILE,-31.485,116.5383
10690,NUNKERI,-33.4808,119.9622
11012,NURINA,-30.9875,126.5483
10619,NYABING,-33.5417,118.1489
10541,NYERILUP,-33.8594,118.8158
10504,OAK PARK,-34.0811,117.5181
8103,OAKABELLA,-28.5,114.6
9579,OAKE MARSH FARM,-33.7633,122.0675
10620,OAKLAND,-32.3044,116.6358
8231,OAKLANDS,-29.4667,116.1325
3053,OBAGAMA,-16.7,123.9833
9849,OCEANVIEW FARMS,-33.8425,122.7622
8104,OGILVIE,-28.1544,114.6692
9966,OLD CULICUP,-33.8578,116.675
13000,OLD CUNYU,-26.0242,120.1033
11022,OLD EUCLA,-31.7117,128.8867
2011,OLD HALLS CREEK,-18.2519,127.7817
2036,OLD MORNINGTON HOMESTEAD,-17.3922,126.2306
7163,OLD MOUNT PADBURY,-25.6833,118.1
9921,OLDFIELD,-33.6539,121.3683
12261,OLDFIELD LOC 1020 COMP.,-33.6022,120.885
12262,OLDFIELD LOC 1137 COMP.,-33.4539,120.7656
10621,OMEO,-32.9,118.8
3072,ONE ARM POINT,-16.4508,123.0653
9908,ONE TREE BRIDGE (HAZELMERE),-34.2289,115.9294
10622,ONGERUP,-33.9634,118.4788
10769,ONGERUP ROCK,-33.9,118.4
5016,ONSLOW,-21.6364,115.1117
5017,ONSLOW AIRPORT,-21.6689,115.1092
1001,OOMBULGURRI,-15.1806,127.8456
8161,OPAWA,-29.2,115.5
12066,ORA BANDA,-30.3764,121.0633
12258,ORABANDA 42M,-30.35,121.05
2024,ORD RIVER,-17.4,128.85
2041,ORD RIVER REGENERATION STATION,-17.385,128.9231
9825,ORLEANS FARM NORTH,-33.7517,122.9128
9826,ORLEANS FARMS S.W.,-33.8019,122.8519
7168,OUDABUNNA,-29.0675,117.7572
10875,OVERTON,-33.9036,117.175
5089,PACKSADDLE CAMP,-22.9003,118.7031
13039,PACKSADDLE FARM,-26.5994,120.3417
1003,PAGO MISSION,-14.1331,126.7158
10623,PALLINUP,-33.9431,117.8514
5069,PANNAWONICA,-21.6392,116.3308
1011,PANTA DOWNS,-16.0497,124.95
10113,PANTAPIN,-31.95,117.6533
7178,PARABURDOO,-23.2028,117.6692
7185,PARABURDOO AERO,-23.1726,117.7493
9591,PARDELUP,-34.6279,117.3851
4028,PARDOO STATION,-20.1078,119.5811
12169,PARKERS RANGE 1,-31.6,119.6
12170,PARKERS RANGE 2,-31.6,119.7
12199,PARKESTON,-30.7289,121.4978
9634,PARKFIELD,-33.2058,115.7147
9227,PARKVILLE,-31.8833,116.15
13043,PARNNGURR,-22.8181,122.5956
7160,PAROO,-26.2628,119.7639
1035,PARRY CREEK FARM,-15.5972,128.2783
9744,PAYNEDALE,-33.6469,115.7031
9987,PAYNEDALE ALERT,-33.6416,115.7033
7139,PAYNES FIND,-29.2708,117.6836
9957,PEACEFUL BAY,-35.0367,116.9247
7070,PEAK HILL,-25.6381,118.7131
9053,PEARCE RAAF,-31.6669,116.0189
8196,PEARSE,-29.25,114.9
5018,PEEDAMULLAH,-21.85,115.6167
10815,PEENEBUP,-34.1217,118.3333
8149,PELSART ISLAND,-28.9833,113.95
9592,PEMBERTON,-34.4478,116.0433
9593,PEMBERTON POST OFFICE,-34.45,116.0167
10271,PEMBROKE,-31.1,117.3667
9594,PEPPERMINT GROVE,-34.435,119.3628
8106,PERANGERY,-29.3692,116.4061
8107,PERENJORI,-29.4417,116.2875
8249,PERENJORI AMBULANCE,-29.45,116.2667
9595,PERILLUP,-34.5694,117.2497
9917,PERIVALE ORCHARD,-33.7058,115.7878
9021,PERTH AIRPORT,-31.9275,115.9764
9250,PERTH AIRPORT COMPARISON,-31.9356,115.9639
9097,PERTH GARDENS,-31.95,115.85
9087,PERTH HIGHGATE HILL,-31.95,115.9
9225,PERTH METRO,-31.9192,115.8728
9098,PERTH NORTH,-31.9333,115.8333
9034,PERTH REGIONAL OFFICE,-31.9556,115.8697
9159,PERTH WEST,-31.95,115.85
9723,PERUP,-34.3,116.5
12190,PETER'S SOAK,-33.15,120.5833
2070,PHILLIPS RANGE,-16.8828,126.1267
8108,PIAWANING,-30.8394,116.3858
8216,PIAWANING 1,-30.85,116.3
9206,PICKERING BROOK,-32.0381,116.1264
9207,PICKERING BROOK NORTH,-32.0208,116.1167
9233,PIESSE GULLY,-32,116.0833
10770,PIESSEVILLE,-33.2,117.3
4030,PILGA,-21.4,119.4
3095,PILLARA SPRINGS,-18.3192,125.7806
8109,PINDAR,-28.4767,115.7897
8027,PINDAR CHALLYMENDA,-28.5167,115.8
9211,PINDARITA,-30.2892,115.3203
7071,PINDATHUNA,-28.0531,116.6514
8007,PINDAWA,-28.8956,115.8106
8162,PINDEREE,-28.4,115.2
5071,PINDRAL OUTCAMP,-21.3444,115.9356
8110,PINE RIDGE,-28.55,115.4
9677,PINEVALE,-33.8167,121.9
7104,PINGANDY,-23.9958,117.5225
10625,PINGARING,-32.7533,118.6267
10626,PINGELLY,-32.5336,117.0831
10627,PINGRUP,-33.5347,118.5092
10595,PINGRUP SOUTH,-33.6514,118.5517
9596,PINJARRA,-32.6272,115.8747
9810,PINJARRA FARMLANDS,-32.6517,115.9067
9891,PINJARRA REFINERY,-32.6553,115.9309
9976,PINJARRA SOUTH,-32.6453,115.8644
12067,PINNACLES,-28.1969,120.4378
8111,PITHARA,-30.3883,116.6647
6065,PLEAIDES,-23.4,114.7
9626,PLEASANT VALLEY,-33.7106,121.5619
7199,PLUTONIC (PLANT SITE),-25.3106,119.4481
6082,POINT CHARLES,-24.5,113.5
9683,POINT KING,-35.0333,117.9167
11021,POINT MALCOLM,-33.8,123.7
9160,POINT PERON,-32.2667,115.7
4031,POINT SAMSON,-20.6267,117.1925
3054,POINT TORMENT,-17.1,123.7
12252,POISON CREEK,-28.2333,120.9167
4063,POONDAWINDIE,-22.2,120.2
4064,POONDINIA,-20.45,118.8
10772,POPANYINNING,-32.7,117.2
9680,PORONGORUP,-34.6733,117.9
109515,PORONGURUP NORTH,-34.6468,117.908
109512,PORONGURUP SOUTH,-34.7306,117.7825
109511,PORONGURUPS,-34.6584,117.8941
8305,PORT DENISON,-29.2778,114.9464
4032,PORT HEDLAND AIRPORT,-20.3725,118.6317
4002,PORT HEDLAND POST OFFICE,-20.3139,118.5742
3066,PORT SMITH,-18.5175,121.8072
7153,PRAIRIE DOWNS,-23.5531,119.1478
13024,PRENTI DOWNS,-26.5172,122.8075
109518,PRESTON VALE VINEYARD,-33.5558,116.0369
9753,PREVELLY PARK,-33.9833,114.9833
10114,PROSPECT,-30.8833,117.8
7072,PULLAGAROO,-29.1886,117.9222
10850,PYNUP,-34.2833,117.55
